gene_id	AGI_LocusCode
2038509	AT1G06170
1006229860	AT1G06170
2038519	AT1G06180
2038559	AT1G06190
4010711672	AT1G06190
2038534	AT1G06200
2038544	AT1G06210
1006229861	AT1G06210
1005715276	AT1G06220
2038554	AT1G06220
3691643	AT1G06225
1005715275	AT1G06230
6530296082	AT1G06230
2038564	AT1G06230
2038549	AT1G06240
2038504	AT1G06250
2038514	AT1G06260
4010711673	AT1G06265
4010711674	AT1G06265
2038524	AT1G06270
2038529	AT1G06280
3435205	AT1G06290
2202274	AT1G06310
2202284	AT1G06320
2202264	AT1G06330
2202294	AT1G06340
2202304	AT1G06350
2202249	AT1G06360
2826790	AT1G06370
2202259	AT1G06380
2202254	AT1G06390
1006229943	AT1G06390
2202279	AT1G06400
2202289	AT1G06410
2202299	AT1G06420
6530296083	AT1G06420
3435201	AT1G06430
2009229	AT1G06440
2009219	AT1G06450
2009204	AT1G06460
2009189	AT1G06470
1006229544	AT1G06470
1006229546	AT1G06475
1005715719	AT1G06480
2009184	AT1G06490
2009144	AT1G06500
1009021119	AT1G06500
4010711675	AT1G06500
4010711676	AT1G06500
2009134	AT1G06510
4010711677	AT1G06515
4010710708	AT1G06515
2009224	AT1G06520
2009214	AT1G06530
2009194	AT1G06540
2009179	AT1G06550
2009169	AT1G06560
2009159	AT1G06570
5019473870	AT1G06570
2009154	AT1G06580
2009149	AT1G06590
1005715720	AT1G06610
2009129	AT1G06620
2009124	AT1G06630
5019473871	AT1G06630
5019473872	AT1G06630
1006229545	AT1G06640
5019473873	AT1G06640
2009209	AT1G06640
2824198	AT1G06645
2009174	AT1G06650
1005715721	AT1G06650
2009164	AT1G06660
2009199	AT1G06670
3434095	AT1G06680
4515100502	AT1G06680
3434091	AT1G06690
2009114	AT1G06700
1009021089	AT1G06700
2033127	AT1G06710
2033049	AT1G06720
2033137	AT1G06730
2033132	AT1G06740
2033142	AT1G06750
6530296084	AT1G06750
2033117	AT1G06760
2033102	AT1G06770
1006229806	AT1G06770
6530296085	AT1G06780
2033091	AT1G06780
2033076	AT1G06790
1006229805	AT1G06790
1005715359	AT1G06800
2033065	AT1G06800
2033112	AT1G06810
2033054	AT1G06820
2033147	AT1G06830
2033157	AT1G06840
2033122	AT1G06850
1009021092	AT1G06850
1005715357	AT1G06860
2033107	AT1G06870
1005715358	AT1G06880
4010711679	AT1G06890
6530296086	AT1G06890
2033096	AT1G06890
2033081	AT1G06900
2033070	AT1G06910
2033059	AT1G06920
1009021346	AT1G06923
504954068	AT1G06925
2033162	AT1G06930
3434099	AT1G06950
2007416	AT1G06960
1005715749	AT1G06960
4010711680	AT1G06960
2007391	AT1G06970
2007376	AT1G06980
2007401	AT1G06990
2007346	AT1G07000
2007471	AT1G07010
4515100503	AT1G07010
5019473874	AT1G07010
2007456	AT1G07020
3685985	AT1G07025
2007386	AT1G07030
2007371	AT1G07040
2007481	AT1G07050
4515100504	AT1G07051
2007441	AT1G07060
2007421	AT1G07070
2007406	AT1G07080
2007381	AT1G07090
1005715748	AT1G07100
2007366	AT1G07110
4515100505	AT1G07119
2007476	AT1G07120
6530296087	AT1G07128
2007351	AT1G07130
3685975	AT1G07135
2007466	AT1G07140
2007336	AT1G07150
6530296088	AT1G07150
2007326	AT1G07160
2007431	AT1G07170
4010711681	AT1G07170
6530296089	AT1G07170
4515100506	AT1G07175
2007426	AT1G07180
2007446	AT1G07190
2007411	AT1G07200
4010711682	AT1G07200
2007396	AT1G07210
2007361	AT1G07220
2007356	AT1G07230
2007341	AT1G07240
2007461	AT1G07250
2007451	AT1G07260
2007331	AT1G07270
2025066	AT1G07280
1009021104	AT1G07280
4515100507	AT1G07280
2025046	AT1G07290
2025016	AT1G07300
2025001	AT1G07310
2025106	AT1G07320
1005715544	AT1G07320
1009021105	AT1G07320
1009021106	AT1G07320
2025111	AT1G07330
2025101	AT1G07340
2025091	AT1G07350
1005027877	AT1G07350
2025076	AT1G07360
2025061	AT1G07370
2025041	AT1G07380
2025011	AT1G07390
5019473875	AT1G07390
5019473876	AT1G07390
2024996	AT1G07400
2024991	AT1G07410
2024981	AT1G07420
1006229698	AT1G07420
2025086	AT1G07430
2025071	AT1G07440
1009021165	AT1G07440
2025056	AT1G07450
2025036	AT1G07460
2025026	AT1G07470
504954119	AT1G07473
504954120	AT1G07476
1005715545	AT1G07480
2024976	AT1G07480
4010711683	AT1G07485
2024966	AT1G07490
2024956	AT1G07500
2025051	AT1G07510
2025031	AT1G07520
2025021	AT1G07530
2025006	AT1G07540
2024986	AT1G07550
2024971	AT1G07560
2024961	AT1G07570
1006229697	AT1G07570
6530296090	AT1G07570
1005715543	AT1G07580
2024951	AT1G07590
3433686	AT1G07600
3433690	AT1G07610
4010711684	AT1G07615
2024946	AT1G07620
2026604	AT1G07630
2026594	AT1G07640
1005027872	AT1G07640
1009021139	AT1G07640
1006229723	AT1G07645
6530296091	AT1G07650
2026584	AT1G07650
2026569	AT1G07660
4010711685	AT1G07660
2026554	AT1G07670
2026539	AT1G07680
2026519	AT1G07690
2026503	AT1G07700
1006229719	AT1G07700
1006229720	AT1G07700
1005715511	AT1G07702
3689336	AT1G07705
4010711686	AT1G07705
2026488	AT1G07710
2026599	AT1G07720
504954110	AT1G07725
4010711687	AT1G07728
4010711688	AT1G07728
1006229722	AT1G07730
2026559	AT1G07740
2825232	AT1G07745
4010711689	AT1G07745
4010711690	AT1G07747
2026544	AT1G07750
1005715512	AT1G07760
1006229725	AT1G07770
2026524	AT1G07770
2026508	AT1G07780
1005715515	AT1G07780
1006229718	AT1G07780
4515100508	AT1G07780
6530296092	AT1G07780
2026493	AT1G07790
3689359	AT1G07795
2026589	AT1G07800
2026579	AT1G07810
2026564	AT1G07820
1005715513	AT1G07820
2026549	AT1G07830
2026529	AT1G07840
1006229724	AT1G07840
1009021127	AT1G07840
2026513	AT1G07850
2026498	AT1G07860
2026534	AT1G07870
6530296093	AT1G07870
1009021126	AT1G07880
2026483	AT1G07880
5019473877	AT1G07885
1005715514	AT1G07890
1006229721	AT1G07890
1009021124	AT1G07890
1009021125	AT1G07890
4010711691	AT1G07890
4010711692	AT1G07890
4515100509	AT1G07890
2026615	AT1G07890
2026610	AT1G07900
4515100510	AT1G07901
5019473878	AT1G07910
2205084	AT1G07910
2205094	AT1G07920
2205104	AT1G07930
4010711693	AT1G07930
1009021123	AT1G07940
2205114	AT1G07940
2205129	AT1G07950
2205144	AT1G07960
1006229973	AT1G07960
1006229974	AT1G07960
2205154	AT1G07970
2205169	AT1G07980
1006229975	AT1G07985
2205184	AT1G07990
2205089	AT1G08000
1006229972	AT1G08000
4010711694	AT1G08005
4010711695	AT1G08010
2205099	AT1G08010
2205134	AT1G08030
5019473879	AT1G08032
504953959	AT1G08035
1009021135	AT1G08040
2205139	AT1G08040
2205159	AT1G08050
2205204	AT1G08060
1005715106	AT1G08060
2827098	AT1G08065
2205199	AT1G08070
2205174	AT1G08080
2205189	AT1G08090
2205194	AT1G08100
2827103	AT1G08105
2205109	AT1G08110
1005715107	AT1G08110
1009021131	AT1G08110
1009021132	AT1G08110
1005715102	AT1G08115
2205124	AT1G08120
1006229976	AT1G08125
6530296094	AT1G08125
6530296095	AT1G08125
3435770	AT1G08130
1005715103	AT1G08135
1005715104	AT1G08140
3435774	AT1G08150
1005715105	AT1G08160
4515100511	AT1G08165
3435778	AT1G08170
2199997	AT1G08180
2200007	AT1G08190
2200017	AT1G08200
2200022	AT1G08210
2200027	AT1G08220
4010711696	AT1G08220
4010711697	AT1G08230
1005715183	AT1G08240
2199962	AT1G08250
2199972	AT1G08260
2199982	AT1G08270
1006229920	AT1G08270
2199992	AT1G08280
2200002	AT1G08290
2200012	AT1G08300
2199957	AT1G08310
4010711698	AT1G08310
1005715184	AT1G08315
1009021035	AT1G08320
1009021036	AT1G08320
3435149	AT1G08320
3435144	AT1G08340
2201805	AT1G08350
4010711699	AT1G08350
2201810	AT1G08360
2201820	AT1G08370
2201835	AT1G08380
2201845	AT1G08390
2201770	AT1G08400
2201860	AT1G08410
2201775	AT1G08420
6530296096	AT1G08420
2201780	AT1G08430
2201790	AT1G08440
2201815	AT1G08450
1006229938	AT1G08450
6530296097	AT1G08450
2201825	AT1G08460
2826730	AT1G08465
2201840	AT1G08470
2201850	AT1G08480
2201855	AT1G08490
2201800	AT1G08500
2201785	AT1G08510
2201795	AT1G08520
3435153	AT1G08530
3435157	AT1G08540
2025509	AT1G08550
1009021029	AT1G08550
2025619	AT1G08560
2025624	AT1G08570
4010711700	AT1G08570
4515100513	AT1G08570
4515100514	AT1G08570
2025524	AT1G08580
2025544	AT1G08590
6530296098	AT1G08592
6530296099	AT1G08600
6530296100	AT1G08600
6530296101	AT1G08600
2025559	AT1G08600
2025579	AT1G08610
2025634	AT1G08620
6530296102	AT1G08620
1005715526	AT1G08630
1005715527	AT1G08630
1009021034	AT1G08630
4010711701	AT1G08630
2025644	AT1G08630
2025659	AT1G08640
2025519	AT1G08650
6530296103	AT1G08650
1005715530	AT1G08660
2025539	AT1G08660
2025554	AT1G08670
2025574	AT1G08680
1005715529	AT1G08680
1009021033	AT1G08680
6530296104	AT1G08680
1009021362	AT1G08695
2025639	AT1G08700
2025664	AT1G08710
4010711702	AT1G08710
2025514	AT1G08720
2025534	AT1G08730
2825153	AT1G08735
2025569	AT1G08740
2025589	AT1G08750
1005715528	AT1G08750
1006229705	AT1G08750
2025604	AT1G08760
2025614	AT1G08770
2025654	AT1G08780
2025529	AT1G08790
2825148	AT1G08800
4515100515	AT1G08800
1006229704	AT1G08810
2025564	AT1G08810
2025584	AT1G08820
1009021041	AT1G08820
4010711703	AT1G08830
2025594	AT1G08830
3434668	AT1G08840
6530296105	AT1G08840
1005715314	AT1G08845
5019473880	AT1G08845
2036073	AT1G08860
1005715312	AT1G08870
2036053	AT1G08880
2036038	AT1G08890
2036008	AT1G08900
4010711704	AT1G08900
4010711705	AT1G08900
2035998	AT1G08910
2035983	AT1G08920
1005715316	AT1G08920
1009021045	AT1G08920
1009021044	AT1G08930
2036083	AT1G08930
2036068	AT1G08940
1005715313	AT1G08950
2036048	AT1G08960
2036033	AT1G08970
1005715317	AT1G08970
1006229835	AT1G08970
1006229836	AT1G08970
2036028	AT1G08980
