gene_id	AGI_LocusCode
1005715011	AT2G16430
2042673	AT2G16440
2042658	AT2G16450
2042643	AT2G16460
1006228051	AT2G16460
3436224	AT2G16485
2045120	AT2G16490
2045110	AT2G16500
4010712222	AT2G16505
2045100	AT2G16510
2045090	AT2G16520
2045125	AT2G16530
1006228091	AT2G16530
4010712223	AT2G16535
2045115	AT2G16540
2045105	AT2G16550
2045095	AT2G16560
2045080	AT2G16570
504953901	AT2G16575
2045085	AT2G16580
1009021681	AT2G16586
4010712224	AT2G16592
4010712225	AT2G16594
3696685	AT2G16595
4010712226	AT2G16600
2045075	AT2G16600
2059866	AT2G16610
2059893	AT2G16620
2059913	AT2G16630
2059928	AT2G16640
2059823	AT2G16650
2059828	AT2G16660
4515101084	AT2G16668
2059834	AT2G16670
1009021651	AT2G16676
2059839	AT2G16680
2059845	AT2G16690
2059860	AT2G16700
6530296677	AT2G16700
4010712227	AT2G16710
6530296678	AT2G16710
2059871	AT2G16710
2059882	AT2G16720
2059898	AT2G16730
2059903	AT2G16740
2059918	AT2G16750
2059933	AT2G16760
2059850	AT2G16770
2059855	AT2G16780
2059877	AT2G16790
4515101085	AT2G16790
2059888	AT2G16800
2059908	AT2G16810
2059923	AT2G16820
2059938	AT2G16830
1006228009	AT2G16832
3436949	AT2G16835
3436961	AT2G16840
3436953	AT2G16850
3436957	AT2G16860
2039404	AT2G16870
2039414	AT2G16880
4515101086	AT2G16881
1005027844	AT2G16890
2039424	AT2G16890
504953933	AT2G16895
4010712228	AT2G16900
4515101087	AT2G16900
2039434	AT2G16900
504953932	AT2G16905
2039444	AT2G16910
2039379	AT2G16920
2039389	AT2G16930
1005715057	AT2G16930
4010712229	AT2G16930
6530296679	AT2G16940
6530296680	AT2G16940
2039399	AT2G16940
2039409	AT2G16950
1009021609	AT2G16950
4515101088	AT2G16955
4010712230	AT2G16960
2039419	AT2G16960
2039429	AT2G16970
2039439	AT2G16980
1006228008	AT2G16980
1009021614	AT2G16990
2039449	AT2G16990
2827670	AT2G17000
2827690	AT2G17010
2827643	AT2G17020
2827655	AT2G17030
3695673	AT2G17033
1005714915	AT2G17033
3695680	AT2G17036
2827675	AT2G17040
5019474132	AT2G17043
2827628	AT2G17050
1006228187	AT2G17055
2827638	AT2G17060
5019474133	AT2G17064
2827660	AT2G17070
2827680	AT2G17080
2827633	AT2G17090
2827649	AT2G17110
2827665	AT2G17115
2827685	AT2G17120
2827695	AT2G17130
1005714916	AT2G17130
2827700	AT2G17140
2059691	AT2G17150
1009021611	AT2G17150
3436913	AT2G17160
2059666	AT2G17170
2059671	AT2G17180
2059676	AT2G17190
2059681	AT2G17200
2059686	AT2G17210
2059641	AT2G17220
1006228315	AT2G17220
2059651	AT2G17230
2059646	AT2G17240
2059656	AT2G17250
2827616	AT2G17260
2827532	AT2G17265
2827554	AT2G17270
2827576	AT2G17280
4010712231	AT2G17280
2827527	AT2G17290
1005714923	AT2G17295
2827538	AT2G17300
504953856	AT2G17305
2827560	AT2G17310
2827581	AT2G17320
2827596	AT2G17330
2827543	AT2G17340
2827565	AT2G17350
2827611	AT2G17360
6530296681	AT2G17360
2827621	AT2G17370
2827549	AT2G17380
2827571	AT2G17390
2827522	AT2G17410
6530296682	AT2G17410
2827601	AT2G17420
2827606	AT2G17430
2827586	AT2G17440
1009021655	AT2G17442
4515101089	AT2G17442
4515101090	AT2G17442
4515101091	AT2G17442
4515101092	AT2G17442
3436524	AT2G17450
3436528	AT2G17460
3436532	AT2G17470
5019474134	AT2G17477
3436536	AT2G17480
2053897	AT2G17490
2053907	AT2G17500
1005714895	AT2G17500
1006228210	AT2G17500
1009021451	AT2G17500
6530296683	AT2G17510
2053917	AT2G17510
2053927	AT2G17520
504953844	AT2G17525
4010712232	AT2G17530
6530296684	AT2G17530
2053937	AT2G17530
2053872	AT2G17540
1006228209	AT2G17540
4515101093	AT2G17540
4010712233	AT2G17550
2053882	AT2G17550
4515101094	AT2G17556
1009021450	AT2G17560
4010712234	AT2G17560
2053892	AT2G17560
2053902	AT2G17570
2053912	AT2G17580
2053922	AT2G17590
2053932	AT2G17600
2053942	AT2G17610
2057242	AT2G17620
2057258	AT2G17630
3436693	AT2G17640
3436689	AT2G17650
2827880	AT2G17660
2827890	AT2G17670
1006228259	AT2G17670
2827910	AT2G17680
2827937	AT2G17690
1005714876	AT2G17695
4515101095	AT2G17695
6530296685	AT2G17695
2827942	AT2G17700
504953821	AT2G17705
2827885	AT2G17710
2827905	AT2G17720
1009021702	AT2G17723
6530296686	AT2G17730
2827925	AT2G17730
2827947	AT2G17740
2827900	AT2G17750
2827920	AT2G17760
2827930	AT2G17770
6530296687	AT2G17770
1009021459	AT2G17780
1009021460	AT2G17780
1009021461	AT2G17780
2827952	AT2G17780
504953822	AT2G17785
1006228260	AT2G17787
2827895	AT2G17790
2827915	AT2G17800
4010712235	AT2G17800
1005714875	AT2G17810
2827835	AT2G17820
2827845	AT2G17830
2827799	AT2G17840
3696044	AT2G17845
2827794	AT2G17850
2827804	AT2G17860
2827809	AT2G17870
2827819	AT2G17880
2827825	AT2G17890
2827830	AT2G17900
2827851	AT2G17910
2827814	AT2G17920
3437013	AT2G17930
3437005	AT2G17940
3437001	AT2G17950
3437025	AT2G17960
3437021	AT2G17970
4010712236	AT2G17970
6530296688	AT2G17970
3696830	AT2G17972
3437017	AT2G17975
2060953	AT2G17980
2060943	AT2G17990
2060937	AT2G18000
6530296689	AT2G18000
2060927	AT2G18010
2060916	AT2G18020
2060906	AT2G18030
1006228336	AT2G18030
2060921	AT2G18040
4010712237	AT2G18042
1005714815	AT2G18050
2060983	AT2G18050
2060978	AT2G18060
2060968	AT2G18070
2060958	AT2G18080
2060948	AT2G18090
2053153	AT2G18100
3437009	AT2G18110
3436997	AT2G18115
2053133	AT2G18120
2053148	AT2G18130
2053138	AT2G18140
2053128	AT2G18150
2053123	AT2G18160
4515101096	AT2G18162
2053118	AT2G18170
2053113	AT2G18180
2053108	AT2G18190
1005714907	AT2G18193
1005714906	AT2G18196
3437049	AT2G18200
3437045	AT2G18210
2062204	AT2G18220
2062194	AT2G18230
2062184	AT2G18240
1005714803	AT2G18240
3697021	AT2G18245
2062164	AT2G18250
2062150	AT2G18260
2062135	AT2G18270
2062120	AT2G18280
1009021439	AT2G18280
2062105	AT2G18290
2062089	AT2G18300
1005714804	AT2G18300
6530296690	AT2G18300
1005714802	AT2G18310
2062179	AT2G18320
5019474135	AT2G18323
4010712238	AT2G18328
2062169	AT2G18330
2062155	AT2G18340
6530296691	AT2G18340
2062140	AT2G18350
2062125	AT2G18360
2062115	AT2G18370
2062094	AT2G18380
2062084	AT2G18390
2062199	AT2G18400
2062189	AT2G18410
1009021440	AT2G18410
2062174	AT2G18420
2062160	AT2G18440
6530296692	AT2G18440
2062145	AT2G18450
2062130	AT2G18460
504953785	AT2G18465
3437053	AT2G18470
3437057	AT2G18480
2046317	AT2G18490
2046307	AT2G18500
2046297	AT2G18510
2046287	AT2G18520
2046277	AT2G18530
2046272	AT2G18540
2046262	AT2G18550
2046337	AT2G18560
2046327	AT2G18570
2046322	AT2G18580
2046312	AT2G18590
2046302	AT2G18600
2046292	AT2G18610
2046282	AT2G18620
3694867	AT2G18630
3694871	AT2G18640
2054048	AT2G18650
2053982	AT2G18660
2053993	AT2G18670
2054004	AT2G18680
2054015	AT2G18690
4010712239	AT2G18690
2054026	AT2G18700
2054037	AT2G18710
2053971	AT2G18720
4515101097	AT2G18721
2053977	AT2G18730
4515101098	AT2G18735
4010712240	AT2G18740
2053988	AT2G18740
2053999	AT2G18750
1009021447	AT2G18750
6530296693	AT2G18750
2054010	AT2G18760
2054021	AT2G18770
2054032	AT2G18780
2054043	AT2G18790
2053966	AT2G18800
2044474	AT2G18810
3436556	AT2G18820
3436540	AT2G18830
3436544	AT2G18840
3436548	AT2G18850
6530296694	AT2G18850
4010712241	AT2G18860
3436552	AT2G18860
2044499	AT2G18870
1005714993	AT2G18876
1005714994	AT2G18876
2044404	AT2G18880
2044419	AT2G18890
1009021446	AT2G18890
2044479	AT2G18900
2044489	AT2G18910
3694619	AT2G18915
1005714992	AT2G18915
4515101099	AT2G18917
2044504	AT2G18920
2044414	AT2G18930
4515101100	AT2G18938
2044429	AT2G18940
2044439	AT2G18950
2044449	AT2G18960
4515101101	AT2G18969
2044459	AT2G18970
2044484	AT2G18980
2044494	AT2G18990
3436841	AT2G19000
3436845	AT2G19010
3436837	AT2G19020
2059045	AT2G19030
2059067	AT2G19040
4010712242	AT2G19045
2059077	AT2G19050
2059097	AT2G19060
2059108	AT2G19070
2059023	AT2G19080
2059056	AT2G19090
2059062	AT2G19100
2059082	AT2G19110
2059087	AT2G19120
2059102	AT2G19130
2059113	AT2G19140
4515101102	AT2G19146
2059029	AT2G19150
2059039	AT2G19160
2059051	AT2G19170
2059072	AT2G19180
2059092	AT2G19190
2059034	AT2G19200
3436829	AT2G19210
3436833	AT2G19220
2047584	AT2G19230
2047599	AT2G19240
2047614	AT2G19250
2047629	AT2G19260
2047644	AT2G19270
2047659	AT2G19280
6530296695	AT2G19280
2047669	AT2G19290
2047679	AT2G19300
2047689	AT2G19310
2047704	AT2G19320
2047594	AT2G19330
2047609	AT2G19340
1005714955	AT2G19340
2047624	AT2G19350
2047639	AT2G19360
2047684	AT2G19380
3695082	AT2G19385
2047694	AT2G19390
2047589	AT2G19400
2047604	AT2G19410
3436291	AT2G19420
4010712243	AT2G19425
3436287	AT2G19430
3436295	AT2G19440
3436299	AT2G19450
3436303	AT2G19460
2050408	AT2G19470
2050423	AT2G19480
4010712244	AT2G19480
6530296696	AT2G19480
2050438	AT2G19490
2050348	AT2G19500
2050358	AT2G19510
2050371	AT2G19520
2050376	AT2G19530
2050387	AT2G19540
2050398	AT2G19550
2050413	AT2G19560
2050428	AT2G19570
6530296697	AT2G19572
2050353	AT2G19580
4010712245	AT2G19582
2050363	AT2G19590
2050381	AT2G19600
2050392	AT2G19610
1006228159	AT2G19610
4010712246	AT2G19620
2050403	AT2G19620
2050418	AT2G19630
4515101103	AT2G19630
1005714940	AT2G19640
2050433	AT2G19640
2050443	AT2G19650
3436406	AT2G19660
2051994	AT2G19670
2051959	AT2G19680
4010712247	AT2G19680
6530296698	AT2G19690
2051939	AT2G19690
2051924	AT2G19700
2052034	AT2G19710
2052024	AT2G19720
2052009	AT2G19730
1009021560	AT2G19730
4010712248	AT2G19730
2051999	AT2G19740
2051984	AT2G19750
1006228186	AT2G19755
2051964	AT2G19760
2051944	AT2G19770
2051914	AT2G19780
2051904	AT2G19790
4515101104	AT2G19796
2052014	AT2G19800
1009021643	AT2G19802
1006228183	AT2G19803
1006228184	AT2G19806
2052004	AT2G19810
2051989	AT2G19820
1006228185	AT2G19825
2051969	AT2G19830
2051949	AT2G19840
2051934	AT2G19850
5019474136	AT2G19850
4010712249	AT2G19860
2051919	AT2G19860
2051909	AT2G19870
2051974	AT2G19880
6530296699	AT2G19880
2051954	AT2G19890
1009021635	AT2G19893
2052044	AT2G19900
2052039	AT2G19910
2052029	AT2G19920
2052019	AT2G19930
2051979	AT2G19940
1005714918	AT2G19940
6530296700	AT2G19950
2051929	AT2G19950
3437041	AT2G19960
2061692	AT2G19970
2061677	AT2G19980
2061663	AT2G19990
2061648	AT2G20000
2061618	AT2G20010
4010712250	AT2G20010
2061603	AT2G20020
2061697	AT2G20030
2061672	AT2G20050
6530296701	AT2G20050
2061658	AT2G20060
2061643	AT2G20070
2061628	AT2G20080
1006228344	AT2G20080
4010712251	AT2G20100
2061608	AT2G20100
2061682	AT2G20110
1005714807	AT2G20110
2061667	AT2G20120
2061653	AT2G20130
2061638	AT2G20140
1006228345	AT2G20142
2061623	AT2G20150
2061708	AT2G20160
2061703	AT2G20170
4515101105	AT2G20170
6530296702	AT2G20170
1005714808	AT2G20180
6530296703	AT2G20180
2061633	AT2G20180
2061598	AT2G20190
1009021660	AT2G20208
2039026	AT2G20210
2038996	AT2G20230
2038981	AT2G20240
2038966	AT2G20250
2038941	AT2G20260
2038931	AT2G20270
6530296704	AT2G20270
2039021	AT2G20280
2039006	AT2G20290
4515101106	AT2G20298
2038991	AT2G20300
2038976	AT2G20310
2038961	AT2G20320
2038951	AT2G20330
2038936	AT2G20340
2038926	AT2G20350
2039016	AT2G20360
4515101107	AT2G20362
2039001	AT2G20370
2038986	AT2G20380
2038971	AT2G20390
6530296705	AT2G20390
2038956	AT2G20400
2038946	AT2G20410
2039036	AT2G20420
3695992	AT2G20430
5019474137	AT2G20440
2038921	AT2G20440
2054763	AT2G20450
4515101108	AT2G20453
2054773	AT2G20460
1009021632	AT2G20463
1005714889	AT2G20465
2054783	AT2G20470
2054793	AT2G20480
2054803	AT2G20490
1009021582	AT2G20490
504953837	AT2G20495
4515101109	AT2G20495
2054813	AT2G20500
2054758	AT2G20510
3695996	AT2G20515
2054768	AT2G20520
2054778	AT2G20530
4010712252	AT2G20530
2054788	AT2G20540
2054798	AT2G20550
1009021583	AT2G20550
4515101110	AT2G20555
2054808	AT2G20560
4010712253	AT2G20562
3695980	AT2G20570
6530296706	AT2G20570
2046015	AT2G20580
3694829	AT2G20585
1005714968	AT2G20585
4515101111	AT2G20585
1006228106	AT2G20590
2046020	AT2G20590
3694837	AT2G20595
4010712254	AT2G20597
2046010	AT2G20600
4010712255	AT2G20605
1006228108	AT2G20610
2046055	AT2G20610
2827372	AT2G20613
2827367	AT2G20616
4010712256	AT2G20618
4010712257	AT2G20619
2046050	AT2G20620
2827377	AT2G20625
2046045	AT2G20630
1006228109	AT2G20630
2827362	AT2G20635
3436371	AT2G20650
1006228107	AT2G20650
2046030	AT2G20660
3436367	AT2G20670
2051398	AT2G20680
2051393	AT2G20690
2051388	AT2G20700
2051378	AT2G20710
1006228169	AT2G20710
2051373	AT2G20720
1005714925	AT2G20721
1005714926	AT2G20722
1005714924	AT2G20723
504953857	AT2G20724
2827506	AT2G20725
2051347	AT2G20740
1006228167	AT2G20740
1006228168	AT2G20740
2051337	AT2G20750
2051471	AT2G20760
2051448	AT2G20770
2051442	AT2G20780
4515101112	AT2G20784
1006228172	AT2G20790
1006228173	AT2G20790
2051435	AT2G20790
2051430	AT2G20800
2827511	AT2G20805
2051425	AT2G20810
3695520	AT2G20815
6530296707	AT2G20815
4515101113	AT2G20816
4515101114	AT2G20818
1005027831	AT2G20820
2051419	AT2G20820
2827501	AT2G20825
2051414	AT2G20830
1006228171	AT2G20830
6530296708	AT2G20830
2827496	AT2G20835
2051408	AT2G20840
2051403	AT2G20850
2051383	AT2G20860
2051368	AT2G20870
3436391	AT2G20875
2051358	AT2G20880
2051352	AT2G20890
2051342	AT2G20900
1005714927	AT2G20900
1006228170	AT2G20900
1009021508	AT2G20900
2051466	AT2G20910
2051461	AT2G20920
4515101115	AT2G20921
2051456	AT2G20930
3436343	AT2G20940
3436387	AT2G20950
1006228128	AT2G20950
1006228129	AT2G20950
1006228130	AT2G20950
3436383	AT2G20960
3436359	AT2G20970
5019474138	AT2G20970
3436355	AT2G20980
3436379	AT2G20990
6530296709	AT2G20990
6530296710	AT2G20990
5019474139	AT2G20993
3436351	AT2G21000
3436347	AT2G21010
3436339	AT2G21020
3436363	AT2G21030
3436375	AT2G21040
3695525	AT2G21045
2047101	AT2G21050
2047091	AT2G21060
2047046	AT2G21070
1009021507	AT2G21070
6530296711	AT2G21070
2047031	AT2G21080
2047016	AT2G21090
2047001	AT2G21100
2047126	AT2G21110
2047111	AT2G21120
2047096	AT2G21130
2047086	AT2G21140
2046986	AT2G21150
2047076	AT2G21160
4010712258	AT2G21160
4010712259	AT2G21170
2047071	AT2G21170
5019474140	AT2G21172
2047061	AT2G21180
3694982	AT2G21185
4010712260	AT2G21187
4010712261	AT2G21187
6530296712	AT2G21187
4010712262	AT2G21188
2047051	AT2G21190
3694988	AT2G21195
1009021512	AT2G21195
4010712263	AT2G21195
2047036	AT2G21200
2047006	AT2G21210
3436487	AT2G21220
2047081	AT2G21230
1006228201	AT2G21230
4515101116	AT2G21230
504953847	AT2G21235
504953846	AT2G21237
1005714908	AT2G21240
2053085	AT2G21240
3695787	AT2G21250
1006228156	AT2G21250
3695792	AT2G21260
1009021515	AT2G21270
4010712264	AT2G21270
2050053	AT2G21270
2050089	AT2G21280
2050104	AT2G21290
2050114	AT2G21300
1009021516	AT2G21300
2050124	AT2G21310
2050129	AT2G21320
2050048	AT2G21330
1009021513	AT2G21330
1009021514	AT2G21330
1006228155	AT2G21340
2050139	AT2G21340
2050149	AT2G21350
1005714944	AT2G21360
1006228153	AT2G21370
2050028	AT2G21370
2050043	AT2G21380
3695292	AT2G21385
4010712265	AT2G21385
6530296713	AT2G21385
6530296714	AT2G21385
2050063	AT2G21390
2050073	AT2G21400
2050084	AT2G21410
2050099	AT2G21420
2050144	AT2G21430
2050023	AT2G21440
2050038	AT2G21450
2050058	AT2G21460
1009021669	AT2G21465
1006228154	AT2G21470
6530296715	AT2G21470
2050068	AT2G21470
2050079	AT2G21480
2050094	AT2G21490
2050109	AT2G21500
1005714945	AT2G21500
2050119	AT2G21510
2050018	AT2G21520
4515101117	AT2G21520
2050033	AT2G21530
3695300	AT2G21540
1009021531	AT2G21540
6530296716	AT2G21540
2049388	AT2G21550
2049378	AT2G21560
1005714949	AT2G21570
1009021530	AT2G21580
2049368	AT2G21580
2049363	AT2G21590
1009021532	AT2G21590
2049353	AT2G21600
2049343	AT2G21610
2049333	AT2G21620
1005027834	AT2G21620
2049323	AT2G21630
2049383	AT2G21640
2049373	AT2G21650
3695170	AT2G21655
1005714951	AT2G21660
2049358	AT2G21660
1005714950	AT2G21670
2049348	AT2G21680
3695162	AT2G21690
1005714948	AT2G21700
3695166	AT2G21710
2049313	AT2G21720
1009021672	AT2G21725
4010712266	AT2G21727
2052515	AT2G21730
2052535	AT2G21740
2052555	AT2G21750
1005714911	AT2G21760
2052575	AT2G21770
2052458	AT2G21780
2052468	AT2G21790
2052483	AT2G21800
6530296717	AT2G21800
2052498	AT2G21810
2052510	AT2G21820
2052530	AT2G21830
2052550	AT2G21840
2052570	AT2G21850
2052453	AT2G21860
2052463	AT2G21870
1005714912	AT2G21870
4515101118	AT2G21880
2052478	AT2G21880
2052493	AT2G21890
4010712267	AT2G21895
2052505	AT2G21900
4010712268	AT2G21905
2052525	AT2G21910
2052545	AT2G21920
2052565	AT2G21930
2052585	AT2G21940
1006228193	AT2G21940
4010712269	AT2G21940
4010712270	AT2G21940
4010712271	AT2G21940
2052595	AT2G21950
2052473	AT2G21960
2052488	AT2G21970
2052520	AT2G21980
2052540	AT2G21990
2052560	AT2G22000
2052580	AT2G22010
6530296718	AT2G22010
3695725	AT2G22030
3695721	AT2G22040
4515101119	AT2G22050
2055928	AT2G22050
4010712272	AT2G22055
2055933	AT2G22060
2055918	AT2G22070
2055923	AT2G22080
5019474141	AT2G22088
1005714881	AT2G22090
2055955	AT2G22090
2055950	AT2G22100
1005714880	AT2G22110
6530296719	AT2G22120
2055945	AT2G22120
1009021701	AT2G22121
1006228248	AT2G22122
3436969	AT2G22125
2055960	AT2G22140
4010712273	AT2G22145
2060358	AT2G22150
4010712274	AT2G22155
2060419	AT2G22160
2060409	AT2G22170
2060399	AT2G22180
2060389	AT2G22190
2060384	AT2G22200
4515101120	AT2G22201
2060379	AT2G22210
1005714821	AT2G22220
2060373	AT2G22230
2060363	AT2G22240
1006228331	AT2G22240
4515101121	AT2G22241
1005714823	AT2G22250
1009021604	AT2G22250
2060434	AT2G22250
2060429	AT2G22260
2060424	AT2G22270
1005714822	AT2G22280
2060414	AT2G22290
2060404	AT2G22300
4515101122	AT2G22300
6530296720	AT2G22310
2060394	AT2G22310
2060368	AT2G22320
3436965	AT2G22330
4010712275	AT2G22335
2041287	AT2G22340
1009021628	AT2G22345
2041272	AT2G22350
2041257	AT2G22360
2041242	AT2G22370
1005715031	AT2G22380
2041227	AT2G22390
2041212	AT2G22400
2041197	AT2G22410
2041187	AT2G22420
3694145	AT2G22425
4010712276	AT2G22425
4515101123	AT2G22426
2041282	AT2G22430
2041267	AT2G22440
2041252	AT2G22450
2041237	AT2G22460
2041222	AT2G22470
3694139	AT2G22475
1006228035	AT2G22475
2041207	AT2G22480
6530296721	AT2G22482
6530296722	AT2G22490
2041192	AT2G22490
4515101124	AT2G22496
2041182	AT2G22500
2041277	AT2G22510
2041262	AT2G22520
4515101125	AT2G22520
2041247	AT2G22530
2041232	AT2G22540
5019474142	AT2G22540
2041202	AT2G22560
3694134	AT2G22570
1006228034	AT2G22570
1005715032	AT2G22580
2066009	AT2G22590
2066019	AT2G22600
2066029	AT2G22610
6530296723	AT2G22610
6530296724	AT2G22620
2066039	AT2G22620
2066049	AT2G22630
2066054	AT2G22640
2066059	AT2G22650
2065982	AT2G22660
1009021453	AT2G22660
4010712277	AT2G22668
1005714735	AT2G22670
4010712278	AT2G22670
6530296725	AT2G22670
2065993	AT2G22670
2065998	AT2G22680
2066004	AT2G22690
1009021454	AT2G22690
2066024	AT2G22710
2066034	AT2G22720
1006228415	AT2G22720
1006228416	AT2G22720
2066044	AT2G22730
2065987	AT2G22740
1006228414	AT2G22740
4010712279	AT2G22750
3437446	AT2G22750
3437450	AT2G22760
2062234	AT2G22770
2062239	AT2G22780
2062244	AT2G22790
504953784	AT2G22795
3437061	AT2G22800
4515101126	AT2G22802
1009021636	AT2G22805
1009021642	AT2G22807
3437065	AT2G22810
3437069	AT2G22820
4515101127	AT2G22821
2059195	AT2G22830
2059205	AT2G22840
2059210	AT2G22850
6530296726	AT2G22850
2059215	AT2G22860
2059220	AT2G22870
2059159	AT2G22880
2059148	AT2G22890
2059154	AT2G22900
1006228310	AT2G22905
2059164	AT2G22910
2059174	AT2G22920
1005714840	AT2G22920
6530296727	AT2G22920
2059180	AT2G22930
2059190	AT2G22940
1009021633	AT2G22941
4515101128	AT2G22942
3436865	AT2G22950
4010712280	AT2G22955
3436849	AT2G22960
3436853	AT2G22970
1009021449	AT2G22970
4010712281	AT2G22970
1009021448	AT2G22980
4010712282	AT2G22980
4010712283	AT2G22980
3436857	AT2G22980
3436861	AT2G22990
1005714837	AT2G22990
1005714838	AT2G22990
1005714839	AT2G22990
1006228095	AT2G22990
5019474143	AT2G22990
2045383	AT2G23000
2045388	AT2G23010
1006228097	AT2G23010
1005714980	AT2G23020
2045318	AT2G23030
2045303	AT2G23040
2045313	AT2G23050
2045328	AT2G23060
1009021452	AT2G23060
4515101129	AT2G23067
2045338	AT2G23070
2045348	AT2G23080
1006228096	AT2G23080
2045358	AT2G23090
1005714981	AT2G23093
1005714982	AT2G23096
2045368	AT2G23100
2045378	AT2G23110
6530296728	AT2G23110
4515101130	AT2G23118
2045298	AT2G23120
3696480	AT2G23130
1006228098	AT2G23130
3694727	AT2G23140
6530296729	AT2G23140
4515101131	AT2G23142
4515101132	AT2G23148
4515101133	AT2G23149
3694723	AT2G23150
2058602	AT2G23160
2058587	AT2G23170
4515101134	AT2G23171
2058557	AT2G23180
2058656	AT2G23190
2058635	AT2G23200
2058629	AT2G23210
2058618	AT2G23220
2058607	AT2G23230
2058592	AT2G23240
1006228297	AT2G23240
2058577	AT2G23250
2058562	AT2G23260
2058651	AT2G23270
2058612	AT2G23290
2058597	AT2G23300
2058582	AT2G23310
1005714847	AT2G23310
1006228298	AT2G23320
2058567	AT2G23320
4515101135	AT2G23321
2058645	AT2G23330
2058640	AT2G23340
4515101136	AT2G23347
4010712284	AT2G23348
2058572	AT2G23350
2046722	AT2G23360
2046757	AT2G23370
2046802	AT2G23380
2046846	AT2G23390
2046856	AT2G23400
2046866	AT2G23410
2046871	AT2G23420
2046777	AT2G23430
2046797	AT2G23440
2046727	AT2G23450
1005714958	AT2G23450
2046737	AT2G23460
2046752	AT2G23470
2046767	AT2G23480
2046787	AT2G23490
2046806	AT2G23500
2046821	AT2G23510
2046836	AT2G23520
2046732	AT2G23530
2046742	AT2G23540
2046772	AT2G23550
1005714959	AT2G23550
2046792	AT2G23560
2046811	AT2G23570
2046826	AT2G23580
6530296730	AT2G23580
2046841	AT2G23590
2046851	AT2G23600
2046861	AT2G23610
2046747	AT2G23620
3694947	AT2G23630
3694943	AT2G23640
1005714957	AT2G23650
3695106	AT2G23660
5019474144	AT2G23660
3694938	AT2G23670
4515101137	AT2G23672
5019474145	AT2G23673
3694934	AT2G23680
4515101138	AT2G23680
2049017	AT2G23690
2049007	AT2G23700
2048997	AT2G23710
2048987	AT2G23720
2049046	AT2G23740
6530296731	AT2G23740
504953880	AT2G23755
1005714954	AT2G23760
1009021494	AT2G23760
2049034	AT2G23760
2049028	AT2G23770
2049022	AT2G23780
2049012	AT2G23790
2048992	AT2G23800
4515101139	AT2G23808
3437037	AT2G23810
2061420	AT2G23820
1006228342	AT2G23820
2061460	AT2G23830
4515101140	AT2G23834
2061475	AT2G23840
2061490	AT2G23850
2061364	AT2G23860
2061374	AT2G23870
2061384	AT2G23880
2061389	AT2G23890
2061395	AT2G23900
2061410	AT2G23910
2061425	AT2G23920
2061445	AT2G23930
4010712285	AT2G23930
2061450	AT2G23940
3696897	AT2G23945
2061465	AT2G23950
2061480	AT2G23960
2061495	AT2G23970
2061400	AT2G23980
504953787	AT2G23985
1009021492	AT2G23985
1006228341	AT2G23990
2061405	AT2G23990
2061435	AT2G24000
4010712286	AT2G24000
2061455	AT2G24010
2061470	AT2G24020
6530296732	AT2G24020
1006228343	AT2G24030
2061485	AT2G24030
2061500	AT2G24040
2061369	AT2G24050
2061379	AT2G24060
2061415	AT2G24070
1009021491	AT2G24070
2061430	AT2G24080
3437033	AT2G24090
2047479	AT2G24100
4515101141	AT2G24103
2047504	AT2G24110
2047514	AT2G24120
1006228138	AT2G24120
2047524	AT2G24130
2047534	AT2G24140
2047549	AT2G24150
2047559	AT2G24160
1006228140	AT2G24165
2047564	AT2G24170
2047569	AT2G24180
2047489	AT2G24190
4010712287	AT2G24190
4515101142	AT2G24200
6530296733	AT2G24200
2047499	AT2G24200
4010712288	AT2G24205
2047509	AT2G24210
2047519	AT2G24220
6530296734	AT2G24220
2047529	AT2G24230
2047539	AT2G24240
2047544	AT2G24250
1009021410	AT2G24250
3695067	AT2G24255
2047554	AT2G24260
2047484	AT2G24270
1006228139	AT2G24270
6530296735	AT2G24270
6530296736	AT2G24270
2047494	AT2G24280
504953790	AT2G24285
2061026	AT2G24290
2061111	AT2G24300
1006228337	AT2G24300
2061005	AT2G24310
2061031	AT2G24320
2061046	AT2G24330
2061061	AT2G24340
2061076	AT2G24350
2061091	AT2G24360
2061011	AT2G24370
1005714812	AT2G24380
4010712289	AT2G24390
6530296737	AT2G24390
2061021	AT2G24390
504953789	AT2G24395
2061036	AT2G24400
2061051	AT2G24410
2061066	AT2G24420
1005714814	AT2G24420
1005714813	AT2G24430
2061081	AT2G24430
2061096	AT2G24440
2061106	AT2G24450
2061016	AT2G24460
2061041	AT2G24470
2061056	AT2G24480
2061071	AT2G24490
4515101143	AT2G24490
2061086	AT2G24500
2061101	AT2G24510
4515101144	AT2G24513
2046622	AT2G24520
2046692	AT2G24530
2046682	AT2G24540
4010712290	AT2G24545
4010712291	AT2G24545
2046672	AT2G24550
2046662	AT2G24560
2046652	AT2G24570
2046642	AT2G24580
2046637	AT2G24590
4515101145	AT2G24592
1005714960	AT2G24600
1006228120	AT2G24600
6530296738	AT2G24600
2046627	AT2G24600
2046702	AT2G24610
1009021639	AT2G24615
1009021667	AT2G24617
2046697	AT2G24620
1009021659	AT2G24625
2046687	AT2G24630
2046677	AT2G24640
6530296739	AT2G24640
6530296740	AT2G24645
2046667	AT2G24650
2046657	AT2G24660
2046647	AT2G24670
2046632	AT2G24680
6530296741	AT2G24680
6530296742	AT2G24681
4515101146	AT2G24683
2046617	AT2G24690
